City_development_index,Gender,Relevant_Experience,Enrolled_university,Education_level,Major_discipline,Total_Experience,Company_size,Company_type,target
0.930,Male,Has relevent experience,Part time course,Phd,Humanities,11,10000+,Pvt Ltd,0
0.920,Male,Has relevent experience,No Enrollment,Graduate,STEM,7,500-999,Pvt Ltd,0
0.920,Male,Has relevent experience,Full time course,Graduate,STEM,14,100-499,NGO,0
0.950,Male,Has relevent experience,No Enrollment,Graduate,STEM,14,5000-9999,Pvt Ltd,0
0.930,Male,No relevent experience,No Enrollment,Masters,Humanities,21,10-49,Pvt Ltd,0
0.620,Female,No relevent experience,Full time course,Graduate,STEM,3,50-99,Pvt Ltd,0
0.920,Male,No relevent experience,Full time course,Graduate,STEM,10,100-499,Public Sector,0
0.920,Male,No relevent experience,Full time course,Masters,STEM,21,1000-4999,Public Sector,1
0.830,Male,Has relevent experience,Full time course,Graduate,STEM,6,100-499,Pvt Ltd,0
0.920,Male,Has relevent experience,No Enrollment,Masters,STEM,21,500-999,Pvt Ltd,0
0.900,Male,Has relevent experience,No Enrollment,Masters,STEM,21,50-99,Pvt Ltd,0
0.700,Male,No relevent experience,No Enrollment,Graduate,STEM,5,10-49,Pvt Ltd,1
0.620,Male,Has relevent experience,No Enrollment,Graduate,STEM,12,10000+,Pvt Ltd,1
0.900,Male,Has relevent experience,No Enrollment,Graduate,STEM,9,1000-4999,Pvt Ltd,0
0.910,Male,Has relevent experience,No Enrollment,Masters,STEM,19,100-499,Funded Startup,0
0.620,Male,Has relevent experience,No Enrollment,Masters,STEM,14,10-49,Pvt Ltd,0
0.920,Male,Has relevent experience,No Enrollment,Graduate,STEM,5,0-9,Early Stage Startup,0
0.910,Male,Has relevent experience,No Enrollment,Masters,STEM,14,100-499,Pvt Ltd,0
0.890,Male,Has relevent experience,No Enrollment,Graduate,STEM,21,100-499,Pvt Ltd,0
0.930,Male,Has relevent experience,Part time course,Graduate,STEM,9,5000-9999,Pvt Ltd,0
0.900,Male,Has relevent experience,No Enrollment,Masters,STEM,10,50-99,NGO,0
0.860,Male,Has relevent experience,No Enrollment,Masters,STEM,15,10-49,Pvt Ltd,0
0.750,Male,Has relevent experience,No Enrollment,Graduate,STEM,11,50-99,Pvt Ltd,1
0.920,Male,Has relevent experience,No Enrollment,Graduate,STEM,4,10000+,Pvt Ltd,0
0.790,Male,Has relevent experience,No Enrollment,Graduate,STEM,11,10-49,Early Stage Startup,0
0.920,Male,Has relevent experience,No Enrollment,Graduate,STEM,9,100-499,Pvt Ltd,0
0.900,Male,Has relevent experience,No Enrollment,Masters,No Major,17,50-99,Early Stage Startup,0
0.920,Male,Has relevent experience,No Enrollment,Phd,STEM,2,0-9,Early Stage Startup,0
0.920,Male,Has relevent experience,No Enrollment,Graduate,STEM,10,100-499,Pvt Ltd,0
0.910,Male,Has relevent experience,No Enrollment,Masters,STEM,17,50-99,Pvt Ltd,1
0.900,Male,Has relevent experience,Part time course,Masters,STEM,7,0-9,Pvt Ltd,0
0.920,Male,Has relevent experience,No Enrollment,Graduate,Other,16,50-99,Pvt Ltd,0
0.910,Male,No relevent experience,Full time course,Graduate,STEM,4,50-99,Pvt Ltd,1
0.910,Male,Has relevent experience,No Enrollment,Graduate,STEM,21,5000-9999,Pvt Ltd,0
0.800,Male,Has relevent experience,No Enrollment,Graduate,STEM,10,100-499,Pvt Ltd,0
0.910,Male,Has relevent experience,No Enrollment,Masters,STEM,21,0-9,Early Stage Startup,0
0.620,Male,Has relevent experience,No Enrollment,Graduate,STEM,12,500-999,Pvt Ltd,1
0.910,Male,Has relevent experience,Full time course,Graduate,STEM,8,100-499,Funded Startup,0
0.620,Female,Has relevent experience,No Enrollment,Graduate,STEM,9,10-49,Early Stage Startup,1
0.620,Male,No relevent experience,Full time course,Graduate,STEM,7,100-499,Funded Startup,0
0.700,Male,Has relevent experience,No Enrollment,Graduate,STEM,14,100-499,Public Sector,0
0.920,Male,Has relevent experience,No Enrollment,Graduate,STEM,6,50-99,Funded Startup,0
0.620,Male,Has relevent experience,No Enrollment,Graduate,STEM,12,10000+,Pvt Ltd,1
0.920,Female,Has relevent experience,No Enrollment,Graduate,STEM,16,500-999,Pvt Ltd,0
0.740,Male,Has relevent experience,No Enrollment,Masters,STEM,1,50-99,Pvt Ltd,1
0.580,Female,Has relevent experience,Part time course,Graduate,STEM,5,100-499,Pvt Ltd,0
0.940,Male,Has relevent experience,No Enrollment,Masters,STEM,21,0-9,Pvt Ltd,0
0.800,Male,No relevent experience,No Enrollment,Graduate,STEM,4,100-499,Pvt Ltd,0
0.890,Male,Has relevent experience,No Enrollment,Graduate,STEM,9,500-999,Pvt Ltd,1
0.930,Male,Has relevent experience,No Enrollment,Graduate,STEM,11,10-49,Pvt Ltd,0
0.900,Male,No relevent experience,No Enrollment,Masters,STEM,15,1000-4999,Public Sector,0
0.620,Male,Has relevent experience,No Enrollment,Masters,STEM,3,100-499,Funded Startup,0
0.920,Male,Has relevent experience,No Enrollment,Graduate,STEM,21,10000+,Pvt Ltd,0
0.920,Male,Has relevent experience,No Enrollment,Graduate,STEM,21,10000+,Pvt Ltd,0
0.680,Male,Has relevent experience,Full time course,Graduate,STEM,8,10-49,Pvt Ltd,0
0.870,Male,Has relevent experience,No Enrollment,Masters,STEM,12,10-49,Funded Startup,0
0.920,Male,Has relevent experience,No Enrollment,Masters,STEM,21,5000-9999,Pvt Ltd,0
0.920,Male,Has relevent experience,No Enrollment,Graduate,STEM,21,1000-4999,Pvt Ltd,0
0.920,Male,Has relevent experience,No Enrollment,Graduate,STEM,10,100-499,Pvt Ltd,0
0.770,Male,Has relevent experience,No Enrollment,Graduate,STEM,2,100-499,Pvt Ltd,0
0.780,Male,Has relevent experience,No Enrollment,Graduate,STEM,11,50-99,Pvt Ltd,0
0.920,Male,Has relevent experience,No Enrollment,Graduate,STEM,13,100-499,Pvt Ltd,0
0.920,Male,Has relevent experience,No Enrollment,Graduate,STEM,21,10000+,Pvt Ltd,0
0.920,Male,Has relevent experience,No Enrollment,Graduate,STEM,15,500-999,Pvt Ltd,0
0.890,Male,Has relevent experience,No Enrollment,Masters,STEM,17,50-99,Funded Startup,0
0.620,Male,No relevent experience,No Enrollment,Masters,STEM,10,500-999,Public Sector,1
0.680,Male,Has relevent experience,No Enrollment,Graduate,STEM,21,50-99,Funded Startup,0
0.800,Male,No relevent experience,No Enrollment,Graduate,STEM,14,1000-4999,Pvt Ltd,0
0.910,Male,Has relevent experience,No Enrollment,Graduate,STEM,21,50-99,Pvt Ltd,0
0.700,Male,Has relevent experience,No Enrollment,Graduate,STEM,7,50-99,Early Stage Startup,1
0.920,Male,Has relevent experience,No Enrollment,Graduate,STEM,16,50-99,Funded Startup,0
0.730,Male,Has relevent experience,No Enrollment,Graduate,STEM,4,500-999,Public Sector,1
0.920,Male,Has relevent experience,No Enrollment,Graduate,STEM,21,50-99,Other,0
0.880,Male,Has relevent experience,No Enrollment,Graduate,STEM,16,10000+,Pvt Ltd,0
0.920,Male,Has relevent experience,No Enrollment,Graduate,STEM,6,50-99,Pvt Ltd,0
0.620,Female,Has relevent experience,Full time course,Masters,STEM,2,500-999,Pvt Ltd,0
0.920,Male,Has relevent experience,Part time course,Graduate,STEM,7,50-99,Early Stage Startup,0
0.900,Male,Has relevent experience,No Enrollment,Masters,No Major,14,0-9,Early Stage Startup,0
0.620,Male,Has relevent experience,Full time course,Graduate,STEM,2,50-99,Funded Startup,0
0.910,Male,Has relevent experience,No Enrollment,Graduate,STEM,2,100-499,Pvt Ltd,0
0.550,Male,Has relevent experience,No Enrollment,Graduate,STEM,7,100-499,Pvt Ltd,0
0.920,Male,Has relevent experience,No Enrollment,Graduate,STEM,21,5000-9999,Pvt Ltd,0
0.920,Male,Has relevent experience,No Enrollment,Graduate,STEM,21,10000+,Pvt Ltd,1
0.910,Male,Has relevent experience,No Enrollment,Graduate,STEM,3,50-99,Pvt Ltd,0
0.920,Female,Has relevent experience,No Enrollment,Masters,STEM,2,10-49,Pvt Ltd,0
0.920,Male,No relevent experience,No Enrollment,Graduate,Arts,18,10-49,Pvt Ltd,0
0.620,Male,Has relevent experience,No Enrollment,Graduate,STEM,0,100-499,Pvt Ltd,1
0.920,Male,Has relevent experience,No Enrollment,Masters,STEM,21,50-99,Pvt Ltd,0
0.930,Male,No relevent experience,Full time course,Graduate,Business Degree,7,0-9,Pvt Ltd,0
0.620,Male,Has relevent experience,No Enrollment,Graduate,STEM,20,10-49,Pvt Ltd,0
0.930,Female,Has relevent experience,No Enrollment,Graduate,STEM,15,100-499,Pvt Ltd,0
0.920,Male,Has relevent experience,No Enrollment,Masters,STEM,11,50-99,Pvt Ltd,0
0.910,Male,Has relevent experience,No Enrollment,Masters,STEM,21,10000+,Pvt Ltd,0
0.900,Male,Has relevent experience,No Enrollment,Masters,STEM,12,0-9,Funded Startup,0
0.910,Female,Has relevent experience,No Enrollment,Graduate,STEM,14,10000+,Pvt Ltd,0
0.920,Male,Has relevent experience,No Enrollment,Graduate,STEM,14,10-49,Pvt Ltd,0
0.920,Male,Has relevent experience,No Enrollment,Masters,STEM,17,10000+,Pvt Ltd,0
0.920,Male,Has relevent experience,No Enrollment,Graduate,STEM,5,100-499,Public Sector,0
0.620,Male,Has relevent experience,No Enrollment,Graduate,STEM,10,10000+,Pvt Ltd,0
0.920,Male,Has relevent experience,No Enrollment,Graduate,STEM,21,5000-9999,Pvt Ltd,0
0.920,Male,Has relevent experience,Full time course,Graduate,STEM,4,0-9,Pvt Ltd,0
0.620,Male,Has relevent experience,Part time course,Graduate,STEM,7,100-499,Pvt Ltd,0
0.920,Male,Has relevent experience,No Enrollment,Graduate,STEM,21,100-499,Pvt Ltd,0
0.920,Male,Has relevent experience,No Enrollment,Graduate,STEM,4,10000+,NGO,0
0.800,Male,Has relevent experience,No Enrollment,Masters,STEM,5,500-999,Pvt Ltd,0
0.900,Male,Has relevent experience,No Enrollment,Masters,STEM,10,100-499,Funded Startup,0
0.920,Male,Has relevent experience,No Enrollment,Graduate,STEM,8,10000+,Pvt Ltd,0
0.930,Male,Has relevent experience,No Enrollment,Graduate,STEM,14,1000-4999,Pvt Ltd,0
0.920,Male,No relevent experience,No Enrollment,Graduate,Other,6,10000+,Pvt Ltd,0
0.920,Male,No relevent experience,Full time course,Graduate,STEM,4,1000-4999,Pvt Ltd,0
0.680,Male,No relevent experience,No Enrollment,Graduate,STEM,3,100-499,NGO,0
0.620,Male,Has relevent experience,No Enrollment,Graduate,STEM,11,10000+,Pvt Ltd,0
0.930,Male,Has relevent experience,Part time course,Graduate,Arts,14,0-9,Pvt Ltd,0
0.950,Male,Has relevent experience,No Enrollment,Masters,STEM,21,1000-4999,Pvt Ltd,0
0.800,Male,Has relevent experience,No Enrollment,Graduate,STEM,21,1000-4999,Pvt Ltd,0
0.920,Male,Has relevent experience,No Enrollment,Graduate,STEM,11,100-499,Pvt Ltd,0
0.920,Male,Has relevent experience,No Enrollment,Graduate,STEM,15,100-499,Pvt Ltd,0
0.870,Male,Has relevent experience,Full time course,Masters,STEM,10,500-999,Pvt Ltd,0
0.920,Male,Has relevent experience,No Enrollment,Graduate,STEM,21,10-49,Funded Startup,0
0.920,Male,Has relevent experience,No Enrollment,Graduate,STEM,21,500-999,Pvt Ltd,0
0.900,Male,No relevent experience,No Enrollment,Masters,STEM,11,10-49,Pvt Ltd,0
0.900,Male,Has relevent experience,No Enrollment,Masters,STEM,16,50-99,Pvt Ltd,0
0.930,Male,Has relevent experience,No Enrollment,Masters,Humanities,0,50-99,Pvt Ltd,0
0.740,Male,No relevent experience,No Enrollment,Masters,STEM,14,1000-4999,NGO,0
0.920,Male,Has relevent experience,No Enrollment,Graduate,STEM,5,50-99,Funded Startup,0
0.920,Male,Has relevent experience,No Enrollment,Masters,Humanities,21,5000-9999,Public Sector,0
0.800,Male,Has relevent experience,No Enrollment,Masters,Other,2,10-49,Pvt Ltd,0
0.920,Male,Has relevent experience,No Enrollment,Graduate,STEM,21,5000-9999,Pvt Ltd,0
0.620,Female,Has relevent experience,No Enrollment,Graduate,STEM,4,50-99,Pvt Ltd,1
0.900,Male,Has relevent experience,No Enrollment,Masters,STEM,4,50-99,Funded Startup,0
0.790,Male,Has relevent experience,No Enrollment,Graduate,STEM,11,10000+,Pvt Ltd,0
0.620,Male,Has relevent experience,No Enrollment,Masters,STEM,3,50-99,Pvt Ltd,1
0.920,Male,Has relevent experience,No Enrollment,Masters,STEM,9,1000-4999,Pvt Ltd,0
0.920,Male,No relevent experience,No Enrollment,Phd,STEM,10,50-99,Public Sector,1
0.920,Male,Has relevent experience,No Enrollment,Masters,Business Degree,21,10000+,Pvt Ltd,0
0.920,Male,Has relevent experience,No Enrollment,Graduate,Humanities,5,100-499,Pvt Ltd,1
0.920,Male,Has relevent experience,No Enrollment,Graduate,STEM,16,10000+,Pvt Ltd,0
0.920,Male,Has relevent experience,No Enrollment,Graduate,STEM,11,10-49,Early Stage Startup,0
0.910,Male,Has relevent experience,No Enrollment,Graduate,No Major,2,50-99,Pvt Ltd,0
0.620,Male,Has relevent experience,No Enrollment,Masters,STEM,9,100-499,Pvt Ltd,1
0.910,Male,Has relevent experience,No Enrollment,Graduate,STEM,1,50-99,Pvt Ltd,0
0.910,Male,Has relevent experience,Full time course,Graduate,STEM,3,10-49,Pvt Ltd,0
0.580,Male,Has relevent experience,No Enrollment,Graduate,STEM,3,10-49,Pvt Ltd,1
0.920,Male,Has relevent experience,No Enrollment,Graduate,STEM,15,10000+,Pvt Ltd,0
0.620,Male,Has relevent experience,No Enrollment,Graduate,STEM,6,0-9,Pvt Ltd,1
0.580,Male,No relevent experience,No Enrollment,Graduate,Other,6,100-499,Pvt Ltd,0
0.620,Male,Has relevent experience,No Enrollment,Masters,STEM,9,500-999,Funded Startup,0
0.620,Male,No relevent experience,No Enrollment,Graduate,STEM,4,0-9,Early Stage Startup,1
0.940,Male,No relevent experience,No Enrollment,Graduate,Business Degree,14,1000-4999,Pvt Ltd,0
0.920,Male,Has relevent experience,No Enrollment,Graduate,STEM,21,10000+,Pvt Ltd,0
0.910,Male,Has relevent experience,No Enrollment,Graduate,STEM,8,100-499,Pvt Ltd,0
0.840,Male,Has relevent experience,No Enrollment,Graduate,STEM,6,500-999,Pvt Ltd,0
0.920,Male,Has relevent experience,No Enrollment,Graduate,Arts,7,50-99,Pvt Ltd,0
0.920,Male,Has relevent experience,No Enrollment,Graduate,STEM,21,50-99,Pvt Ltd,0
0.860,Male,Has relevent experience,Part time course,Graduate,STEM,3,50-99,Pvt Ltd,1
0.920,Male,Has relevent experience,No Enrollment,Graduate,STEM,19,100-499,Pvt Ltd,0
0.900,Male,Has relevent experience,No Enrollment,Masters,STEM,8,100-499,Pvt Ltd,0
0.920,Male,Has relevent experience,No Enrollment,Graduate,STEM,9,10-49,Funded Startup,0
0.670,Male,Has relevent experience,No Enrollment,Graduate,STEM,14,0-9,Pvt Ltd,1
0.900,Male,No relevent experience,No Enrollment,Phd,STEM,21,100-499,Public Sector,0
0.910,Male,No relevent experience,No Enrollment,Masters,STEM,8,1000-4999,Pvt Ltd,0
0.920,Other,No relevent experience,Part time course,Graduate,STEM,2,0-9,Other,1
0.920,Male,Has relevent experience,No Enrollment,Graduate,Humanities,9,100-499,Funded Startup,0
0.920,Male,Has relevent experience,No Enrollment,Graduate,STEM,16,100-499,Pvt Ltd,0
0.930,Male,Has relevent experience,No Enrollment,Masters,STEM,13,100-499,Pvt Ltd,0
0.920,Female,Has relevent experience,No Enrollment,Graduate,Business Degree,21,10000+,Pvt Ltd,0
0.620,Male,Has relevent experience,No Enrollment,Masters,STEM,7,5000-9999,Pvt Ltd,1
0.910,Female,Has relevent experience,No Enrollment,Masters,STEM,9,50-99,Pvt Ltd,0
0.860,Male,Has relevent experience,Full time course,Graduate,STEM,6,50-99,Pvt Ltd,0
0.560,Male,Has relevent experience,No Enrollment,Graduate,Arts,2,100-499,Early Stage Startup,0
0.930,Male,No relevent experience,No Enrollment,Masters,STEM,13,100-499,Funded Startup,0
0.890,Male,Has relevent experience,No Enrollment,Masters,STEM,21,100-499,Public Sector,0
0.800,Male,Has relevent experience,No Enrollment,Graduate,STEM,21,500-999,Pvt Ltd,0
0.840,Male,Has relevent experience,No Enrollment,Masters,STEM,11,10000+,Pvt Ltd,0
0.620,Male,Has relevent experience,No Enrollment,Graduate,STEM,3,10000+,Pvt Ltd,0
0.920,Male,Has relevent experience,Full time course,Graduate,STEM,3,10-49,Funded Startup,0
0.740,Male,Has relevent experience,No Enrollment,Graduate,STEM,13,0-9,Pvt Ltd,0
0.920,Male,Has relevent experience,No Enrollment,Graduate,STEM,14,50-99,Funded Startup,0
0.860,Female,Has relevent experience,Full time course,Graduate,STEM,8,50-99,Pvt Ltd,0
0.920,Male,Has relevent experience,Part time course,Graduate,STEM,5,50-99,Pvt Ltd,0
0.800,Male,Has relevent experience,No Enrollment,Masters,STEM,10,5000-9999,Pvt Ltd,0
0.920,Male,Has relevent experience,No Enrollment,Masters,STEM,9,10000+,Pvt Ltd,0
0.930,Male,Has relevent experience,No Enrollment,Graduate,STEM,14,1000-4999,Pvt Ltd,0
0.900,Male,Has relevent experience,No Enrollment,Masters,STEM,21,10000+,Pvt Ltd,0
0.770,Female,Has relevent experience,No Enrollment,Graduate,STEM,7,10-49,Pvt Ltd,1
0.620,Male,No relevent experience,No Enrollment,Masters,STEM,15,5000-9999,Pvt Ltd,1
0.920,Male,Has relevent experience,No Enrollment,Phd,STEM,12,1000-4999,Pvt Ltd,0
0.580,Male,Has relevent experience,No Enrollment,Graduate,STEM,15,50-99,Funded Startup,0
0.770,Female,Has relevent experience,No Enrollment,Graduate,STEM,11,500-999,Pvt Ltd,0
0.620,Female,No relevent experience,No Enrollment,Masters,STEM,0,10-49,Pvt Ltd,1
0.620,Female,Has relevent experience,No Enrollment,Graduate,STEM,5,1000-4999,Pvt Ltd,0
0.620,Male,No relevent experience,No Enrollment,Graduate,STEM,4,100-499,Pvt Ltd,1
0.890,Male,No relevent experience,Full time course,Graduate,STEM,11,10000+,Pvt Ltd,0
0.900,Male,Has relevent experience,No Enrollment,Masters,STEM,21,10000+,Pvt Ltd,0
0.790,Male,Has relevent experience,No Enrollment,Graduate,STEM,10,100-499,Public Sector,0
0.850,Male,No relevent experience,Full time course,Graduate,STEM,5,100-499,Pvt Ltd,0
0.920,Male,Has relevent experience,No Enrollment,Graduate,STEM,15,100-499,Pvt Ltd,0
0.930,Male,Has relevent experience,No Enrollment,Masters,STEM,8,10000+,Pvt Ltd,0
0.740,Male,Has relevent experience,No Enrollment,Masters,STEM,10,5000-9999,Pvt Ltd,0
0.900,Male,Has relevent experience,No Enrollment,Graduate,STEM,10,1000-4999,Pvt Ltd,0
0.920,Female,No relevent experience,No Enrollment,Phd,STEM,17,100-499,NGO,0
0.920,Male,Has relevent experience,No Enrollment,Masters,STEM,21,10-49,Pvt Ltd,0
0.940,Male,Has relevent experience,No Enrollment,Masters,STEM,14,10000+,Pvt Ltd,0
0.910,Male,Has relevent experience,No Enrollment,Graduate,No Major,21,100-499,Pvt Ltd,0
0.930,Male,Has relevent experience,No Enrollment,Graduate,STEM,12,10000+,Pvt Ltd,0
0.890,Male,Has relevent experience,No Enrollment,Graduate,STEM,2,500-999,Pvt Ltd,0
0.770,Male,Has relevent experience,No Enrollment,Phd,STEM,21,10000+,Pvt Ltd,0
0.920,Female,Has relevent experience,No Enrollment,Graduate,Arts,4,10-49,Pvt Ltd,0
0.840,Male,Has relevent experience,Part time course,Graduate,STEM,10,1000-4999,Pvt Ltd,0
0.920,Male,Has relevent experience,No Enrollment,Masters,Business Degree,16,0-9,Pvt Ltd,0
0.890,Male,Has relevent experience,Part time course,Graduate,STEM,13,1000-4999,Pvt Ltd,0
0.890,Male,Has relevent experience,No Enrollment,Masters,STEM,10,0-9,Pvt Ltd,0
0.910,Male,Has relevent experience,No Enrollment,Graduate,STEM,19,100-499,NGO,0
0.620,Male,Has relevent experience,No Enrollment,Masters,STEM,6,500-999,Pvt Ltd,1
0.950,Male,Has relevent experience,No Enrollment,Graduate,STEM,11,10000+,Pvt Ltd,0
0.840,Male,No relevent experience,Full time course,Graduate,STEM,8,500-999,Pvt Ltd,0
0.620,Male,Has relevent experience,Full time course,Graduate,STEM,5,10000+,Pvt Ltd,1
0.890,Male,Has relevent experience,Part time course,Graduate,STEM,8,50-99,Pvt Ltd,0
0.920,Male,Has relevent experience,No Enrollment,Graduate,STEM,19,500-999,Pvt Ltd,0
0.920,Female,Has relevent experience,No Enrollment,Graduate,STEM,5,100-499,Pvt Ltd,0
0.920,Male,Has relevent experience,No Enrollment,Graduate,STEM,13,50-99,Pvt Ltd,0
0.920,Female,Has relevent experience,No Enrollment,Graduate,No Major,15,50-99,Funded Startup,1
0.910,Male,Has relevent experience,No Enrollment,Masters,Humanities,1,10-49,Pvt Ltd,0
0.620,Male,Has relevent experience,Part time course,Graduate,STEM,8,10000+,Pvt Ltd,1
0.860,Male,Has relevent experience,No Enrollment,Masters,STEM,8,10000+,Pvt Ltd,0
0.930,Male,Has relevent experience,No Enrollment,Graduate,No Major,5,1000-4999,Pvt Ltd,0
0.930,Male,Has relevent experience,No Enrollment,Masters,STEM,21,50-99,Pvt Ltd,0
0.930,Male,Has relevent experience,No Enrollment,Graduate,No Major,10,100-499,Pvt Ltd,1
0.930,Female,No relevent experience,Full time course,Graduate,STEM,2,10-49,Early Stage Startup,0
0.740,Male,Has relevent experience,No Enrollment,Graduate,No Major,21,500-999,Public Sector,0
